,Rank,CV score (mean),CV score (standard deviation),Target imputation,PCA prop. var.,Imputer strategy,Feature subset,SVM kernel,SVM gamma,SVM degree,SVM C
7849,236,0.6105433551792219,0.17570529553403907,KNN Imputation,0.6,mean,wk_9_10,rbf,0.1,5,100
339,237,0.6108535808895257,0.17943578940914284,KNN Imputation,0.8,median,all,rbf,0.01,3,0.01
4258,238,0.6109961931762232,0.07666945837554372,No Imputation,0.7,most_frequent,wk_9_10,poly,0.01,4,100
6773,239,0.6110762107931306,0.24698111093702949,KNN Imputation,0.8,most_frequent,all,rbf,0.01,5,1
8933,240,0.6112039567927773,0.20701886581475035,No Imputation,0.7,mean,wk_9_10,poly,0.1,2,10
7207,241,0.611635851494488,0.15517545039712632,No Imputation,0.85,most_frequent,wk_10,rbf,0.1,4,100
4355,242,0.6116954424745253,0.11718888541382469,No Imputation,0.95,most_frequent,wk_10,rbf,0.1,3,1
7739,243,0.6117550769064858,0.22371022929658982,KNN Imputation,0.7,median,all,rbf,0.01,5,10
8586,244,0.6118045547364964,0.14466085215442182,No Imputation,0.85,most_frequent,wk_10,rbf,0.1,3,10
6748,245,0.6119570708245867,0.12297853470361932,No Imputation,0.6,mean,wk_9_10,poly,1,6,1000
4867,246,0.6122215064707283,0.1017842354295372,KNN Imputation,0.95,most_frequent,all,poly,1,4,1
5428,247,0.6122718519878341,0.12659380249806237,KNN Imputation,0.9,most_frequent,all,poly,0.1,4,1
774,248,0.6124144942152009,0.1667444344780821,KNN Imputation,0.6,mean,wk_9_10,rbf,0.01,4,100
9208,249,0.612452937540916,0.13820686019720654,No Imputation,0.95,most_frequent,all,poly,0.01,4,0.01
3706,250,0.6125953761115736,0.14548780575555653,KNN Imputation,0.7,mean,all,rbf,0.01,2,0.01
6284,251,0.6126413470001056,0.30113169601493117,No Imputation,0.7,most_frequent,all,rbf,0.01,2,10
