,rank_test_score,mean_test_score,std_test_score,param_pca__n_components,param_imputer__strategy,param_df_selector__attribute_names,param_SVM__kernel,param_SVM__gamma,param_SVM__degree,param_SVM__C
3173,168,-0.6211231447583526,0.12302862913473962,0.7,median,wk_10,poly,1,6,1000
1721,169,-0.621166969292344,0.10594328767599287,0.85,median,wk_9_10,linear,10,4,100
8378,170,-0.6212695445146869,0.10155412540338352,0.7,median,wk_10,poly,100,4,100
3339,171,-0.6215351351544353,0.10103001467097313,0.95,most_frequent,wk_9_10,linear,0.1,2,1
4348,172,-0.6219711395057922,0.11190485963843391,0.85,most_frequent,wk_9_10,linear,10,2,0.1
4280,173,-0.6219811408025773,0.08845452911704424,0.7,median,wk_9_10,linear,100,6,1
8640,174,-0.6222198206636962,0.11529137993384715,0.85,median,wk_9_10,linear,1,2,10
3743,175,-0.6224557590917408,0.17320243795743495,0.9,most_frequent,wk_9_10,linear,0.1,2,10
3145,176,-0.6226151847376599,0.10663090316408205,0.85,median,wk_9_10,linear,1,6,10
160,177,-0.6226438434922384,0.12178104518606361,0.85,most_frequent,wk_9_10,linear,10,5,0.1
5668,178,-0.622844642354029,0.11739397079533218,0.6,most_frequent,wk_9_10,linear,0.1,3,0.1
6178,179,-0.6229632280190588,0.08332049362410789,0.7,median,wk_10,poly,0.1,5,1
3849,180,-0.6232612548542209,0.11805033842168858,0.6,most_frequent,wk_10,linear,0.1,6,10
8161,181,-0.6233144648226587,0.22813645008539876,0.85,median,wk_10,rbf,0.01,4,100
1639,182,-0.6238218956984698,0.05592780970231474,0.9,median,all,linear,10,3,1
2226,183,-0.6238378566252718,0.1520825403417631,0.9,most_frequent,wk_10,poly,10,3,0.1
2634,184,-0.6238457997172804,0.1768071929792685,0.9,mean,wk_10,rbf,0.01,5,10
4904,185,-0.6240822895217502,0.09538121961142511,0.6,most_frequent,wk_9_10,linear,0.01,5,1
3159,186,-0.6242339882951273,0.13841080704510453,0.85,most_frequent,wk_9_10,linear,0.01,6,0.1
7118,187,-0.6242452833917829,0.11434592131257726,0.95,median,wk_10,poly,1,2,10
4607,188,-0.624519382726823,0.13730887636341416,0.9,most_frequent,wk_10,linear,1,3,0.1
6997,189,-0.6247449792952139,0.10403728458486239,0.8,mean,all,linear,10,3,100
8086,190,-0.6248807926819133,0.11534269688581139,0.85,median,wk_10,poly,10,2,10
1094,191,-0.6250272050451386,0.1358892967109705,0.9,median,wk_10,linear,100,2,0.1
2726,192,-0.6250536881930658,0.09101523740367673,0.85,most_frequent,wk_10,linear,0.1,2,100
3192,193,-0.625428677681669,0.07746757320196836,0.6,most_frequent,wk_9_10,linear,10,6,10
4342,194,-0.6254342101508606,0.08991143754854773,0.85,median,wk_10,poly,10,3,0.1
8424,195,-0.6254975470485238,0.1832192279093114,0.6,most_frequent,wk_9_10,linear,0.1,2,0.1
2847,196,-0.6256086572346946,0.14473077190953215,0.6,median,wk_10,poly,0.1,4,1000
4861,197,-0.6257232843248113,0.17882826097933155,0.95,median,wk_10,poly,10,3,1000
4978,198,-0.625756382351555,0.18245622290426297,0.9,most_frequent,wk_9_10,linear,1,3,0.1
1107,199,-0.6258080633801818,0.1138671599996318,0.7,median,wk_9_10,linear,0.1,6,1
4076,200,-0.6258260525123223,0.17349620548141784,0.9,median,wk_10,linear,0.1,5,0.1
5743,201,-0.6260914206000028,0.08543177654065243,0.85,most_frequent,wk_9_10,linear,1,3,1000
7367,202,-0.6264471086998009,0.06373830813194618,0.6,most_frequent,wk_9_10,linear,1,4,10
2767,203,-0.6265537445624976,0.08717282683688357,0.7,most_frequent,wk_9_10,linear,10,3,10
5871,204,-0.6269922862498489,0.09842609025499234,0.85,most_frequent,wk_9_10,linear,10,6,1000
2245,205,-0.6270822068005798,0.12667479175985652,0.6,most_frequent,wk_9_10,linear,100,6,0.1
7095,206,-0.62744077201647,0.09984389531562042,0.85,median,wk_10,linear,1,2,1000
1724,207,-0.6277355167793549,0.08824452114132454,0.85,most_frequent,wk_9_10,linear,0.1,4,10
9337,208,-0.6278635617539541,0.22049676572887583,0.9,most_frequent,wk_9_10,linear,100,3,1000
5245,209,-0.6279709963345744,0.08294070331066183,0.9,median,wk_10,linear,0.01,3,1000
5042,210,-0.628092565832804,0.1499901992165389,0.6,most_frequent,wk_9_10,linear,0.01,3,1000
2421,211,-0.6283011193524247,0.10190720036503123,0.8,most_frequent,wk_9_10,linear,0.01,4,0.1
7312,212,-0.6283084436729224,0.08795915875287144,0.95,median,wk_10,poly,10,2,10
1438,213,-0.6288313794823381,0.1460896400832311,0.6,median,wk_10,poly,1,5,1000
3759,214,-0.6293927237273964,0.10446530239048404,0.9,median,wk_9_10,linear,0.1,5,0.1
3039,215,-0.6295608006094464,0.18578186845182607,0.95,most_frequent,wk_9_10,linear,100,6,10
7906,216,-0.6297333763435689,0.1819830589978459,0.9,most_frequent,wk_9_10,linear,0.01,3,10
5144,217,-0.6297717606527928,0.12543448104331137,0.8,most_frequent,wk_10,poly,100,4,1000
9486,218,-0.629822235692467,0.08494967682892222,0.85,most_frequent,wk_9_10,linear,0.1,6,100
8139,219,-0.6299157342581451,0.07012838617442359,0.85,most_frequent,wk_9_10,linear,10,6,1
6799,220,-0.63000497179894,0.08481426750045026,0.85,most_frequent,wk_9_10,linear,10,6,10
4439,221,-0.6301639455402253,0.17876069653861865,0.95,most_frequent,wk_9_10,linear,10,6,10
9766,222,-0.6301672017974418,0.09579962951789098,0.7,median,wk_10,poly,10,4,0.01
91,223,-0.6303468718511924,0.0842722934951708,0.6,median,wk_10,poly,0.1,6,1000
9665,224,-0.6307534757037806,0.14720543081954873,0.8,most_frequent,wk_9_10,linear,100,5,0.1
5285,225,-0.6308080582119773,0.16503802645939203,0.9,most_frequent,wk_9_10,linear,1,5,0.1
5313,226,-0.6308213600921819,0.058907681238737644,0.95,median,all,linear,0.01,5,1
2900,227,-0.6308529790440047,0.079492693249283,0.95,median,wk_10,linear,100,3,0.1
9566,228,-0.6308568423668011,0.08934414847462982,0.9,median,wk_10,linear,100,5,1000
2340,229,-0.6309334018615143,0.0893629670657435,0.8,median,wk_10,linear,1,6,1
5714,230,-0.6310725822023432,0.14864298338006757,0.8,most_frequent,wk_9_10,poly,0.01,4,1000
8766,231,-0.6311312882047024,0.1556436831474451,0.7,median,wk_9_10,linear,0.01,2,0.1
3195,232,-0.6312136278425647,0.16373333766728118,0.95,median,wk_9_10,linear,0.1,5,10
4171,233,-0.631256744989142,0.1353136416587824,0.6,most_frequent,wk_10,linear,0.01,5,100
4576,234,-0.631331034039258,0.12345744695037326,0.85,median,wk_10,rbf,0.01,6,100
4733,235,-0.6314550077196104,0.11881485267580183,0.9,median,wk_10,linear,10,4,1000
8095,236,-0.6315025569519561,0.08329052332438297,0.9,median,wk_10,linear,0.1,5,100
2547,237,-0.6319857746731048,0.08135141141086501,0.7,median,wk_9_10,linear,1,3,1
5223,238,-0.6320216368272401,0.1388586657390028,0.95,most_frequent,wk_9_10,linear,0.1,5,100
4689,239,-0.6322123620429168,0.13740047102296585,0.6,most_frequent,wk_10,linear,10,5,100
2526,240,-0.6323274405456074,0.11507127681361959,0.85,median,wk_9_10,linear,10,3,0.1
6668,241,-0.6323894653410996,0.1368984170681471,0.9,most_frequent,wk_10,linear,10,2,0.1
7388,242,-0.6324410231839184,0.13130888364514323,0.95,most_frequent,wk_9_10,linear,0.1,3,1
711,243,-0.6324992686485714,0.24352078058450807,0.8,most_frequent,wk_10,poly,10,2,0.1
2502,244,-0.6325920119816375,0.1123844472007802,0.7,median,wk_10,poly,0.1,4,1000
3874,245,-0.6325963138728653,0.08594923412690492,0.85,most_frequent,wk_9_10,linear,1,5,10
3264,246,-0.6326647676867613,0.12373086072128792,0.6,mean,wk_10,poly,0.01,6,100
1197,247,-0.632730513286274,0.09440701789580364,0.6,most_frequent,wk_9_10,linear,10,4,1
876,248,-0.6327430962478238,0.059238708473559505,0.6,most_frequent,wk_10,linear,0.01,5,10
5543,249,-0.6328844205008516,0.07175171363676218,0.85,median,wk_9_10,linear,0.01,3,1000
2760,250,-0.633020202045815,0.1338245507300869,0.7,median,wk_9_10,poly,10,6,0.1
4349,251,-0.6331865494143953,0.0932480375180606,0.9,median,wk_10,linear,0.1,2,1000
4584,252,-0.6332180220287535,0.10426068223227646,0.9,median,wk_10,linear,0.01,2,1000
686,253,-0.633325633460427,0.1314815454334654,0.9,most_frequent,wk_9_10,linear,100,4,1
7542,254,-0.633405863131473,0.09248754326967001,0.95,median,wk_10,poly,0.1,2,1000
6501,255,-0.6334422886982749,0.06152156535653893,0.6,most_frequent,wk_9_10,linear,0.1,6,10
6235,256,-0.6335609002928985,0.08993789584237727,0.9,median,wk_10,linear,0.1,6,100
1455,257,-0.6335865623786756,0.06447811230979483,0.95,median,all,linear,0.01,2,1
8841,258,-0.6337663182196915,0.2631078432387809,0.8,most_frequent,wk_10,poly,10,2,10
2188,259,-0.6337691404647188,0.09420505488462198,0.85,most_frequent,wk_10,linear,10,6,1000
9010,260,-0.6338381454235595,0.1466107799676556,0.95,most_frequent,wk_9_10,linear,0.01,2,10
1188,261,-0.6338503385904138,0.11214137875888047,0.9,most_frequent,wk_10,poly,10,5,1000
5874,262,-0.6339848740909447,0.2455001673956776,0.85,mean,wk_10,rbf,0.01,6,10
777,263,-0.6340274233755125,0.14618044206493527,0.95,most_frequent,wk_9_10,linear,1,2,1
8370,264,-0.6343072751671024,0.09898685831425887,0.8,most_frequent,wk_9_10,linear,10,4,0.1
7169,265,-0.6343917770380184,0.09556473335659076,0.8,most_frequent,wk_9_10,linear,0.01,3,0.1
7104,266,-0.634399761998911,0.08802437831506638,0.8,most_frequent,wk_9_10,linear,1,4,1
7773,267,-0.6344237503081485,0.07552610741459116,0.9,median,wk_10,linear,0.1,5,1000
5149,268,-0.6344648092821881,0.0817167401324495,0.8,most_frequent,wk_10,poly,100,4,0.01
566,269,-0.6346141524539054,0.06805615638613652,0.95,median,all,linear,10,6,1000
822,270,-0.6346637918761227,0.10250753469953476,0.8,most_frequent,wk_9_10,linear,0.1,5,1
6480,271,-0.6346834569508,0.12090724253818226,0.95,median,wk_10,linear,0.1,3,0.1
